sample_name,Distance,CST,oCST,center_name,experiment_design_description,instrument_model,library_construction_protocol,linker,orig_name,project_name,run_center,run_date,run_prefix,sample_plate,target_gene,target_subfragment,well_description,well_id,qiita_prep_id,birthplace,cage,env_biome,env_feature,env_material,env_package,facility,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_life_stage,host_scientific_name,mouse,host_subject_id,host_taxid,qiita_study_id,room_number,sample_type,scientific_name,taxon_id,tp_char,title,timepoint,treatment,trx,tube_number,Description
12502.1P25,,4,3,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P25,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_1P25_B4,B4,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P25,P25,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,128,Vaginal lavage day 0
12502.1P24,0.001578947,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P24,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_1P24_A1,A1,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P24,P24,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,,Vaginal lavage day 1
12502.2P24,0.059473684,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P24,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_2P24_C5,C5,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P24,P24,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,,Vaginal lavage day 2
12502.3P24,0.084736842,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3P24,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_3P24_G12,G12,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P24,P24,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control,1,,Vaginal lavage day 3
12502.6P24,0.045789474,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6P24,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_6P24_D11,D11,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P24,P24,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control,1,,Vaginal lavage day 6
12502.1P23,0.001052632,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P23,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_1P23_F6,F6,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P23,P23,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,,Vaginal lavage day 1
12502.2P23,0.016842105,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P23,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_2P23_E11,E11,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P23,P23,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,,Vaginal lavage day 2
12502.3P23,0.096842105,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3P23,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_3P23_C1,C1,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P23,P23,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control,1,,Vaginal lavage day 3
12502.6P23,0.179473684,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6P23,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_6P23_E6,E6,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P23,P23,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control,1,,Vaginal lavage day 6
12502.2P22,,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P22,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_2P22_C4,C4,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P22,P22,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,156,Vaginal lavage day 0
12502.1P21,0.205789474,4,3,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P21,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_3,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_3_1P21_B9,B9,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P21,P21,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,,Vaginal lavage day 1
12502.2P21,0.205789474,4,3,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P21,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_2P21_E11,E11,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P21,P21,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,,Vaginal lavage day 2
12502.3P21,0.205263158,4,3,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3P21,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_3P21_A12,A12,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P21,P21,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control,1,,Vaginal lavage day 3
12502.6P21,0.935263158,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6P21,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_6P21_E1,E1,8285,Jackson Labs,C19,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P21,P21,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control,1,,Vaginal lavage day 6
12502.6P20,,3,2,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6P20,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_6P20_G7,G7,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P20,P20,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control,1,216,Vaginal lavage day 0
12502.1P19,0.002105263,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P19,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_1P19_A3,A3,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P19,P19,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,,Vaginal lavage day 1
12502.2P19,0.000526316,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P19,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_2P19_C3,C3,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P19,P19,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,,Vaginal lavage day 2
12502.3P19,0.000526316,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3P19,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_3,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_3_3P19_C3,C3,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P19,P19,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control,1,,Vaginal lavage day 3
12502.6P19,0.001052632,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6P19,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_6P19_G11,G11,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P19,P19,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control,1,,Vaginal lavage day 6
12502.1P18,0,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P18,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_1P18_A5,A5,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P18,P18,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,,Vaginal lavage day 1
12502.2P18,0,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P18,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_2P18_C8,C8,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P18,P18,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,,Vaginal lavage day 2
12502.3P18,0.003157895,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,3P18,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_3P18_B7,B7,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P18,P18,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d3,Impact of human milk oligosaccharides on mouse vaginal microbiota,3,Control,1,,Vaginal lavage day 3
12502.6P18,0.007894737,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6P18,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_6P18_B11,B11,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P18,P18,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control,1,,Vaginal lavage day 6
12502.1P17,0.99,2,5,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P17,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_1P17_D9,D9,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P17,P17,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,,Vaginal lavage day 1
12502.2P16,,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P16,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_2P16_H7,H7,8285,Jackson Labs,C18,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P16,P16,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,150,Vaginal lavage day 0
12502.6P14,,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6P14,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_6P14_C10,C10,8285,Jackson Labs,C17,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P14,P14,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control,1,210,Vaginal lavage day 0
12502.1P13,,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P13,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_1P13_D10,D10,8285,Jackson Labs,C17,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P13,P13,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,116,Vaginal lavage day 0
12502.1P12,1,4,3,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P12,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_3,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_3_1P12_D7,D7,8285,Jackson Labs,C17,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P12,P12,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,,Vaginal lavage day 1
12502.2P12,0.993157895,4,3,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P12,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_3,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_3_2P12_A2,A2,8285,Jackson Labs,C17,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P12,P12,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,,Vaginal lavage day 2
12502.6P12,0.608947368,2,5,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,6P12,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_2,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_2_6P12_H3,H3,8285,Jackson Labs,C17,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P12,P12,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d6,Impact of human milk oligosaccharides on mouse vaginal microbiota,6,Control,1,,Vaginal lavage day 6
12502.1P11,0.992631579,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,1P11,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_1P11_G10,G10,8285,Jackson Labs,C17,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P11,P11,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d1,Impact of human milk oligosaccharides on mouse vaginal microbiota,1,Control,1,,Vaginal lavage day 1
12502.2P11,0.992631579,1,1,UCSDMI,mouse vaginal samples from a study to assess the influence of HMO on GBS colonization,Illumina MiSeq,"Illumina EMP protocol 515fbc, 806r amplification of 16S rRNA V4",GT,2P11,MoMI Seed Patras Dec19,UCSDMI,UCSDMI,MoMI_Seed_Patras_Dec19_1-3_Simpson_Rats_1-2_LIBR_58_S1_L001,MoMI_Seed_Patras_Dec19_Plate_1,16S rRNA,V4,MoMI_Seed_Patras_Dec19_Plate_1_2P11_D5,D5,8285,Jackson Labs,C17,urban biome,animal-associated habitat,mucus,host-associated,BRF-II,USA:CA:San Diego,8,weeks,reproductive system,mucus,vagina,C57/Bl6,adult,Mus musculus,P11,P11,10090,12502,B226,vaginal mucus,mouse metagenome,410661,d2,Impact of human milk oligosaccharides on mouse vaginal microbiota,2,Control,1,,Vaginal lavage day 2
